job_ref,region_code,region_name,patch_code,primary_channel,meter_type,job_type,status,requested_date,contact_date,booked_date,completed_date,engineer_id,contacts_count,abandoned_contacts,avg_handle_mins,cancellation_reason,abort_reason,revenue_gbp,cost_gbp,is_forecast
IMSERV-2024-0035467,NW,North West,NW-P1,Phone,SMETS2,NEW_INSTALL,Aborted,2024-11-20,2024-11-20,2024-11-05,,ENG-NW-007,4,1,9.44,,No access,0.0,38.0,0
IMSERV-2024-0035468,NW,North West,NW-P5,Web,SMETS1,REPAIR,Completed,2024-11-20,2024-11-20,2024-11-04,2024-11-20,ENG-NW-005,4,0,6.54,,,120.0,65.0,0
IMSERV-2024-0035469,NW,North West,NW-P3,App,SMETS2,EXCHANGE,Completed,2024-11-20,2024-11-20,2024-11-03,2024-11-20,ENG-NW-009,5,1,9.04,,,165.0,82.0,0
IMSERV-2024-0035470,NW,North West,NW-P2,Web,SMETS2,REMOVAL,Aborted,2024-11-20,2024-11-20,2024-11-10,,ENG-NW-020,2,0,8.12,,Safety hazard,0.0,38.0,0
IMSERV-2024-0035471,NW,North West,NW-P1,Phone,SMETS2,EXCHANGE,Completed,2024-11-20,2024-11-20,2024-11-11,2024-11-20,ENG-NW-013,2,0,8.99,,,165.0,82.0,0
IMSERV-2024-0035472,NW,North West,NW-P4,Web,SMETS2,NEW_INSTALL,Aborted,2024-11-20,2024-11-20,2024-11-04,,ENG-NW-010,1,0,4.94,,No access,0.0,38.0,0
IMSERV-2024-0035473,NW,North West,NW-P2,Web,SMETS1,REPAIR,Cancelled,2024-11-20,2024-11-20,2024-11-01,,,3,0,7.13,Safety concern,,0.0,0.0,0
IMSERV-2024-0035474,NW,North West,NW-P6,App,SMETS2_GAS,EXCHANGE,Completed,2024-11-20,2024-11-20,2024-11-10,2024-11-20,ENG-NW-012,3,0,9.08,,,165.0,82.0,0
IMSERV-2024-0035475,NW,North West,NW-P5,IVR,SMETS1,NEW_INSTALL,Completed,2024-11-20,2024-11-20,2024-11-13,2024-11-20,ENG-NW-011,2,0,7.03,,,185.0,95.0,0
IMSERV-2024-0035476,NW,North West,NW-P2,App,SMETS2_GAS,NEW_INSTALL,Completed,2024-11-20,2024-11-20,2024-11-07,2024-11-20,ENG-NW-026,3,0,6.98,,,185.0,95.0,0
IMSERV-2024-0035477,NW,North West,NW-P1,Phone,SMETS1,EXCHANGE,Completed,2024-11-20,2024-11-20,2024-11-13,2024-11-20,ENG-NW-019,5,0,9.23,,,165.0,82.0,0
IMSERV-2024-0035478,NW,North West,NW-P2,Web,SMETS2,NEW_INSTALL,Aborted,2024-11-20,2024-11-20,2024-11-01,,ENG-NW-032,5,0,6.5,,Customer unavailable,0.0,38.0,0
IMSERV-2024-0035479,NW,North West,NW-P4,Web,SMETS2_GAS,EXCHANGE,Completed,2024-11-20,2024-11-20,2024-11-10,2024-11-20,ENG-NW-016,1,0,5.47,,,165.0,82.0,0
IMSERV-2024-0035480,NE,North East,NE-P3,Web,SMETS2_GAS,REPAIR,Completed,2024-11-20,2024-11-20,2024-11-16,2024-11-20,ENG-NE-003,1,0,6.04,,,120.0,65.0,0
IMSERV-2024-0035481,NE,North East,NE-P3,Phone,SMETS2_GAS,NEW_INSTALL,Completed,2024-11-20,2024-11-20,2024-11-10,2024-11-20,ENG-NE-008,3,0,5.91,,,185.0,95.0,0
IMSERV-2024-0035482,NE,North East,NE-P1,SMS,SMETS1,REPAIR,Aborted,2024-11-20,2024-11-20,2024-10-30,,ENG-NE-001,5,0,5.87,,Parts not available,0.0,38.0,0
IMSERV-2024-0035483,NE,North East,NE-P4,Agent Callback,SMETS2,EXCHANGE,Cancelled,2024-11-20,2024-11-20,2024-11-04,,,5,0,6.06,No access to meter,,0.0,0.0,0
IMSERV-2024-0035484,NE,North East,NE-P2,App,SMETS2,EXCHANGE,Booked,2024-11-20,2024-11-20,2024-11-07,,ENG-NE-002,3,0,8.04,,,0.0,0.0,0
IMSERV-2024-0035485,NE,North East,NE-P1,Web,SMETS2_GAS,NEW_INSTALL,Aborted,2024-11-20,2024-11-20,2024-11-03,,ENG-NE-006,3,0,7.52,,Health & safety concern,0.0,38.0,0
IMSERV-2024-0035486,NE,North East,NE-P1,Phone,SMETS2_GAS,EXCHANGE,Booked,2024-11-20,2024-11-20,2024-11-05,,ENG-NE-016,2,0,9.61,,,0.0,0.0,0
IMSERV-2024-0035487,NE,North East,NE-P3,App,SMETS2,EXCHANGE,Completed,2024-11-20,2024-11-20,2024-11-17,2024-11-20,ENG-NE-013,1,0,9.79,,,165.0,82.0,0
IMSERV-2024-0035488,NE,North East,NE-P4,Web,IHD,REPAIR,Completed,2024-11-20,2024-11-20,2024-11-13,2024-11-20,ENG-NE-004,5,0,8.74,,,120.0,65.0,0
IMSERV-2024-0035489,NE,North East,NE-P3,Phone,SMETS2,EXCHANGE,Booked,2024-11-20,2024-11-20,2024-11-13,,ENG-NE-018,1,0,4.78,,,0.0,0.0,0
IMSERV-2024-0035490,NE,North East,NE-P5,Web,SMETS1,EXCHANGE,Completed,2024-11-20,2024-11-20,2024-11-14,2024-11-20,ENG-NE-005,5,0,5.59,,,165.0,82.0,0
IMSERV-2024-0035491,NE,North East,NE-P3,App,SMETS2_GAS,EXCHANGE,Completed,2024-11-20,2024-11-20,2024-11-05,2024-11-20,ENG-NE-023,5,0,10.3,,,165.0,82.0,0
IMSERV-2024-0035492,NE,North East,NE-P4,Phone,SMETS1,EXCHANGE,Completed,2024-11-20,2024-11-20,2024-11-07,2024-11-20,ENG-NE-009,4,0,5.15,,,165.0,82.0,0
IMSERV-2024-0035493,NE,North East,NE-P5,Web,SMETS2_GAS,NEW_INSTALL,Booked,2024-11-20,2024-11-20,2024-11-02,,ENG-NE-010,4,0,11.92,,,0.0,0.0,0
IMSERV-2024-0035494,NE,North East,NE-P5,Phone,IHD,NEW_INSTALL,Completed,2024-11-20,2024-11-20,2024-11-07,2024-11-20,ENG-NE-015,1,0,4.72,,,185.0,95.0,0
IMSERV-2024-0035495,NE,North East,NE-P2,Phone,SMETS2,EXCHANGE,Cancelled,2024-11-20,2024-11-20,2024-11-02,,,5,0,6.82,Rescheduled by customer,,0.0,0.0,0
IMSERV-2024-0035496,MID,Midlands,MID-P2,Phone,SMETS2,EXCHANGE,Completed,2024-11-20,2024-11-20,2024-11-02,2024-11-20,ENG-MID-002,3,0,12.37,,,165.0,82.0,0
IMSERV-2024-0035497,MID,Midlands,MID-P6,IVR,SMETS2,EXCHANGE,Completed,2024-11-20,2024-11-20,2024-11-16,2024-11-20,ENG-MID-006,1,0,10.52,,,165.0,82.0,0
IMSERV-2024-0035498,MID,Midlands,MID-P7,IVR,SMETS2,REPAIR,Completed,2024-11-20,2024-11-20,2024-11-12,2024-11-20,ENG-MID-007,3,0,9.49,,,120.0,65.0,0
IMSERV-2024-0035499,MID,Midlands,MID-P4,Phone,SMETS2,REPAIR,Cancelled,2024-11-20,2024-11-20,2024-10-31,,,3,0,8.04,Rescheduled by customer,,0.0,0.0,0
IMSERV-2024-0035500,MID,Midlands,MID-P7,App,SMETS2,NEW_INSTALL,Completed,2024-11-20,2024-11-20,2024-11-12,2024-11-20,ENG-MID-021,1,0,7.42,,,185.0,95.0,0
IMSERV-2024-0035501,MID,Midlands,MID-P3,Web,SMETS2_GAS,NEW_INSTALL,Completed,2024-11-20,2024-11-20,2024-11-06,2024-11-20,ENG-MID-024,3,0,6.75,,,185.0,95.0,0
IMSERV-2024-0035502,MID,Midlands,MID-P1,Web,SMETS2_GAS,EXCHANGE,Completed,2024-11-20,2024-11-20,2024-10-30,2024-11-20,ENG-MID-001,3,0,11.21,,,165.0,82.0,0
IMSERV-2024-0035503,MID,Midlands,MID-P4,Phone,SMETS2,EXCHANGE,Completed,2024-11-20,2024-11-20,2024-11-06,2024-11-20,ENG-MID-004,3,0,10.26,,,165.0,82.0,0
IMSERV-2024-0035504,MID,Midlands,MID-P2,Phone,SMETS2,NEW_INSTALL,Completed,2024-11-20,2024-11-20,2024-11-08,2024-11-20,ENG-MID-016,4,0,12.35,,,185.0,95.0,0
IMSERV-2024-0035505,MID,Midlands,MID-P7,Web,SMETS2,EXCHANGE,Completed,2024-11-20,2024-11-20,2024-11-02,2024-11-20,ENG-MID-028,4,0,4.64,,,165.0,82.0,0
IMSERV-2024-0035506,MID,Midlands,MID-P3,SMS,SMETS1,NEW_INSTALL,Aborted,2024-11-20,2024-11-20,2024-11-01,,ENG-MID-031,1,0,6.91,,Faulty meter location,0.0,38.0,0
IMSERV-2024-0035507,MID,Midlands,MID-P1,Phone,SMETS1,NEW_INSTALL,Cancelled,2024-11-20,2024-11-20,2024-11-03,,,5,0,8.53,Wrong meter type,,0.0,0.0,0
IMSERV-2024-0035508,MID,Midlands,MID-P7,Agent Callback,SMETS2,EXCHANGE,Completed,2024-11-20,2024-11-20,2024-11-07,2024-11-20,ENG-MID-035,4,0,9.69,,,165.0,82.0,0
IMSERV-2024-0035509,MID,Midlands,MID-P5,App,SMETS2,EXCHANGE,Completed,2024-11-20,2024-11-20,2024-11-08,2024-11-20,ENG-MID-005,4,0,7.24,,,165.0,82.0,0
IMSERV-2024-0035510,MID,Midlands,MID-P6,SMS,SMETS2_GAS,EXCHANGE,Completed,2024-11-20,2024-11-20,2024-11-15,2024-11-20,ENG-MID-013,4,0,10.75,,,165.0,82.0,0
IMSERV-2024-0035511,MID,Midlands,MID-P5,Phone,IHD,REPAIR,Booked,2024-11-20,2024-11-20,2024-11-17,,ENG-MID-026,5,0,11.89,,,0.0,0.0,0
IMSERV-2024-0035512,MID,Midlands,MID-P1,App,SMETS2,REPAIR,Completed,2024-11-20,2024-11-20,2024-10-30,2024-11-20,ENG-MID-008,3,1,10.18,,,120.0,65.0,0
IMSERV-2024-0035513,MID,Midlands,MID-P7,SMS,SMETS2,EXCHANGE,Booked,2024-11-20,2024-11-20,2024-10-30,,ENG-MID-042,5,0,8.41,,,0.0,0.0,0
IMSERV-2024-0035514,MID,Midlands,MID-P2,Phone,SMETS2,EXCHANGE,Cancelled,2024-11-20,2024-11-20,2024-11-16,,,5,0,9.13,Safety concern,,0.0,0.0,0
IMSERV-2024-0035515,MID,Midlands,MID-P4,IVR,SMETS2,NEW_INSTALL,Completed,2024-11-20,2024-11-20,2024-11-02,2024-11-20,ENG-MID-018,1,0,6.46,,,185.0,95.0,0
IMSERV-2024-0035516,MID,Midlands,MID-P5,Phone,SMETS2,REPAIR,Completed,2024-11-20,2024-11-20,2024-11-16,2024-11-20,ENG-MID-033,3,0,10.81,,,120.0,65.0,0
IMSERV-2024-0035517,MID,Midlands,MID-P5,Phone,SMETS1,REPAIR,Cancelled,2024-11-20,2024-11-20,2024-11-15,,,4,0,11.57,Customer not home,,0.0,0.0,0
IMSERV-2024-0035518,MID,Midlands,MID-P7,IVR,SMETS2,NEW_INSTALL,Completed,2024-11-20,2024-11-20,2024-10-31,2024-11-20,ENG-MID-007,2,1,10.71,,,185.0,95.0,0
IMSERV-2024-0035519,MID,Midlands,MID-P7,App,SMETS2,NEW_INSTALL,Completed,2024-11-20,2024-11-20,2024-11-09,2024-11-20,ENG-MID-021,2,0,11.43,,,185.0,95.0,0
IMSERV-2024-0035520,MID,Midlands,MID-P6,SMS,IHD,REPAIR,Booked,2024-11-20,2024-11-20,2024-11-02,,ENG-MID-020,2,0,9.04,,,0.0,0.0,0
IMSERV-2024-0035521,SE,South East,SE-P6,Phone,SMETS1,EXCHANGE,Cancelled,2024-11-20,2024-11-20,2024-11-14,,,1,0,5.64,Equipment fault,,0.0,0.0,0
IMSERV-2024-0035522,SE,South East,SE-P4,Phone,SMETS2,EXCHANGE,Booked,2024-11-20,2024-11-20,2024-11-07,,ENG-SE-004,2,0,10.55,,,0.0,0.0,0
IMSERV-2024-0035523,SE,South East,SE-P8,App,SMETS1,EXCHANGE,Completed,2024-11-20,2024-11-20,2024-11-06,2024-11-20,ENG-SE-008,5,0,10.0,,,165.0,82.0,0
IMSERV-2024-0035524,SE,South East,SE-P7,Phone,IHD,EXCHANGE,Completed,2024-11-20,2024-11-20,2024-10-31,2024-11-20,ENG-SE-007,2,0,10.59,,,165.0,82.0,0
IMSERV-2024-0035525,SE,South East,SE-P8,Phone,SMETS2,NEW_INSTALL,Completed,2024-11-20,2024-11-20,2024-11-04,2024-11-20,ENG-SE-016,5,0,10.12,,,185.0,95.0,0
IMSERV-2024-0035526,SE,South East,SE-P4,Phone,SMETS2_GAS,NEW_INSTALL,Booked,2024-11-20,2024-11-20,2024-11-16,,ENG-SE-012,1,0,8.99,,,0.0,0.0,0
IMSERV-2024-0035527,SE,South East,SE-P2,Phone,SMETS1,NEW_INSTALL,Booked,2024-11-20,2024-11-20,2024-10-30,,ENG-SE-018,2,0,5.41,,,0.0,0.0,0
IMSERV-2024-0035528,SE,South East,SE-P8,Web,SMETS2_GAS,NEW_INSTALL,Cancelled,2024-11-20,2024-11-20,2024-11-01,,,5,0,8.92,Rescheduled by customer,,0.0,0.0,0
IMSERV-2024-0035529,SE,South East,SE-P4,SMS,SMETS2,EXCHANGE,Completed,2024-11-20,2024-11-20,2024-11-14,2024-11-20,ENG-SE-020,4,0,5.39,,,165.0,82.0,0
IMSERV-2024-0035530,SE,South East,SE-P5,Phone,SMETS2,REPAIR,Completed,2024-11-20,2024-11-20,2024-11-11,2024-11-20,ENG-SE-013,5,0,5.93,,,120.0,65.0,0
IMSERV-2024-0035531,SE,South East,SE-P8,Web,SMETS2,EXCHANGE,Completed,2024-11-20,2024-11-20,2024-11-09,2024-11-20,ENG-SE-032,1,0,8.16,,,165.0,82.0,0
IMSERV-2024-0035532,SE,South East,SE-P7,SMS,SMETS2,REPAIR,Completed,2024-11-20,2024-11-20,2024-10-30,2024-11-20,ENG-SE-015,5,0,9.57,,,120.0,65.0,0
IMSERV-2024-0035533,SE,South East,SE-P4,Web,SMETS2,REPAIR,Completed,2024-11-20,2024-11-20,2024-11-15,2024-11-20,ENG-SE-036,4,0,4.95,,,120.0,65.0,0
IMSERV-2024-0035534,SE,South East,SE-P8,Phone,SMETS2,NEW_INSTALL,Completed,2024-11-20,2024-11-20,2024-11-05,2024-11-20,ENG-SE-048,5,0,8.55,,,185.0,95.0,0
IMSERV-2024-0035535,SE,South East,SE-P2,Web,SMETS2_GAS,REPAIR,Cancelled,2024-11-20,2024-11-20,2024-11-06,,,3,0,10.32,Wrong meter type,,0.0,0.0,0
IMSERV-2024-0035536,SE,South East,SE-P5,App,SMETS2,REPAIR,Completed,2024-11-20,2024-11-20,2024-11-17,2024-11-20,ENG-SE-021,2,0,9.34,,,120.0,65.0,0
IMSERV-2024-0035537,SE,South East,SE-P1,Web,SMETS2,EXCHANGE,Booked,2024-11-20,2024-11-20,2024-11-14,,ENG-SE-001,3,0,10.31,,,0.0,0.0,0
IMSERV-2024-0035538,SE,South East,SE-P5,Phone,IHD,NEW_INSTALL,Completed,2024-11-20,2024-11-20,2024-11-01,2024-11-20,ENG-SE-029,4,0,6.85,,,185.0,95.0,0
IMSERV-2024-0035539,SE,South East,SE-P8,Phone,SMETS2_GAS,EXCHANGE,Completed,2024-11-20,2024-11-20,2024-10-31,2024-11-20,ENG-SE-008,2,0,6.37,,,165.0,82.0,0
IMSERV-2024-0035540,SE,South East,SE-P3,Web,SMETS1,NEW_INSTALL,Cancelled,2024-11-20,2024-11-20,2024-11-16,,,1,0,10.98,Work order error,,0.0,0.0,0
IMSERV-2024-0035541,SE,South East,SE-P8,Phone,SMETS2_GAS,REPAIR,Completed,2024-11-20,2024-11-20,2024-11-12,2024-11-20,ENG-SE-016,3,0,6.39,,,120.0,65.0,0
IMSERV-2024-0035542,SE,South East,SE-P4,App,IHD,EXCHANGE,Aborted,2024-11-20,2024-11-20,2024-10-30,,ENG-SE-044,1,0,7.67,,Customer unavailable,0.0,38.0,0
IMSERV-2024-0035543,SE,South East,SE-P7,Phone,SMETS2_GAS,REPAIR,Completed,2024-11-20,2024-11-20,2024-11-07,2024-11-20,ENG-SE-023,3,0,6.13,,,120.0,65.0,0
IMSERV-2024-0035544,SE,South East,SE-P7,Web,SMETS2_GAS,REPAIR,Completed,2024-11-20,2024-11-20,2024-11-12,2024-11-20,ENG-SE-039,1,0,5.26,,,120.0,65.0,0
IMSERV-2024-0035545,SE,South East,SE-P3,Phone,SMETS1,EXCHANGE,Completed,2024-11-20,2024-11-20,2024-11-05,2024-11-20,ENG-SE-003,3,0,8.57,,,165.0,82.0,0
IMSERV-2024-0035546,SE,South East,SE-P3,IVR,SMETS1,EXCHANGE,Completed,2024-11-20,2024-11-20,2024-11-06,2024-11-20,ENG-SE-011,4,0,5.5,,,165.0,82.0,0
IMSERV-2024-0035547,SE,South East,SE-P1,Phone,SMETS2,EXCHANGE,Cancelled,2024-11-20,2024-11-20,2024-11-03,,,2,0,7.99,Safety concern,,0.0,0.0,0
IMSERV-2024-0035548,SE,South East,SE-P4,Phone,SMETS2,REPAIR,Completed,2024-11-20,2024-11-20,2024-10-31,2024-11-20,ENG-SE-052,2,0,8.64,,,120.0,65.0,0
IMSERV-2024-0035549,SE,South East,SE-P1,Phone,SMETS2_GAS,NEW_INSTALL,Aborted,2024-11-20,2024-11-20,2024-11-12,,ENG-SE-009,5,0,5.11,,Faulty meter location,0.0,38.0,0
IMSERV-2024-0035550,SE,South East,SE-P1,App,IHD,NEW_INSTALL,Completed,2024-11-20,2024-11-20,2024-11-06,2024-11-20,ENG-SE-017,3,0,5.57,,,185.0,95.0,0
IMSERV-2024-0035551,SW,South West,SW-P4,Phone,SMETS2,NEW_INSTALL,Completed,2024-11-20,2024-11-20,2024-11-16,2024-11-20,ENG-SW-004,2,0,9.08,,,185.0,95.0,0
IMSERV-2024-0035552,SW,South West,SW-P2,Web,SMETS2_GAS,EXCHANGE,Completed,2024-11-20,2024-11-20,2024-11-01,2024-11-20,ENG-SW-002,2,0,6.63,,,165.0,82.0,0
IMSERV-2024-0035553,SW,South West,SW-P3,App,SMETS2_GAS,NEW_INSTALL,Completed,2024-11-20,2024-11-20,2024-11-07,2024-11-20,ENG-SW-003,2,0,5.48,,,185.0,95.0,0
IMSERV-2024-0035554,SW,South West,SW-P1,Phone,SMETS1,EXCHANGE,Booked,2024-11-20,2024-11-20,2024-11-13,,ENG-SW-001,1,0,5.21,,,0.0,0.0,0
IMSERV-2024-0035555,SW,South West,SW-P1,Phone,SMETS1,EXCHANGE,Completed,2024-11-20,2024-11-20,2024-11-12,2024-11-20,ENG-SW-005,5,0,7.83,,,165.0,82.0,0
IMSERV-2024-0035556,SW,South West,SW-P4,Phone,SMETS2,REPAIR,Completed,2024-11-20,2024-11-20,2024-11-15,2024-11-20,ENG-SW-008,1,1,9.59,,,120.0,65.0,0
IMSERV-2024-0035557,SW,South West,SW-P2,Web,SMETS2_GAS,EXCHANGE,Completed,2024-11-20,2024-11-20,2024-11-09,2024-11-20,ENG-SW-010,3,0,10.38,,,165.0,82.0,0
IMSERV-2024-0035558,SW,South West,SW-P3,App,SMETS1,NEW_INSTALL,Completed,2024-11-20,2024-11-20,2024-11-07,2024-11-20,ENG-SW-011,1,0,7.11,,,185.0,95.0,0
IMSERV-2024-0035559,SW,South West,SW-P1,IVR,SMETS1,EXCHANGE,Booked,2024-11-20,2024-11-20,2024-11-03,,ENG-SW-009,2,0,8.65,,,0.0,0.0,0
IMSERV-2024-0035560,SW,South West,SW-P3,SMS,SMETS2_GAS,EXCHANGE,Completed,2024-11-20,2024-11-20,2024-11-11,2024-11-20,ENG-SW-015,2,0,11.57,,,165.0,82.0,0
IMSERV-2024-0035561,SW,South West,SW-P1,App,SMETS2_GAS,REPAIR,Completed,2024-11-20,2024-11-20,2024-11-02,2024-11-20,ENG-SW-013,4,0,9.11,,,120.0,65.0,0
IMSERV-2024-0035562,SW,South West,SW-P3,App,SMETS2,EXCHANGE,Completed,2024-11-20,2024-11-20,2024-11-14,2024-11-20,ENG-SW-019,5,0,10.73,,,165.0,82.0,0
IMSERV-2024-0035563,SW,South West,SW-P2,SMS,IHD,EXCHANGE,Completed,2024-11-20,2024-11-20,2024-10-31,2024-11-20,ENG-SW-018,1,0,12.22,,,165.0,82.0,0
IMSERV-2024-0035564,SW,South West,SW-P3,IVR,IHD,EXCHANGE,Completed,2024-11-20,2024-11-20,2024-11-12,2024-11-20,ENG-SW-003,1,0,11.86,,,165.0,82.0,0
IMSERV-2024-0035565,SW,South West,SW-P3,App,IHD,REPAIR,Cancelled,2024-11-20,2024-11-20,2024-11-01,,,4,0,8.61,Safety concern,,0.0,0.0,0
IMSERV-2024-0035566,WAL,Wales,WAL-P1,App,SMETS1,EXCHANGE,Completed,2024-11-20,2024-11-20,2024-10-31,2024-11-20,ENG-WAL-004,2,0,9.49,,,165.0,82.0,0
IMSERV-2024-0035567,WAL,Wales,WAL-P2,IVR,SMETS2,EXCHANGE,Completed,2024-11-20,2024-11-20,2024-11-13,2024-11-20,ENG-WAL-002,2,0,7.29,,,165.0,82.0,0
IMSERV-2024-0035568,WAL,Wales,WAL-P2,App,SMETS2,REMOVAL,Booked,2024-11-20,2024-11-20,2024-11-02,,ENG-WAL-005,4,0,7.39,,,0.0,0.0,0
IMSERV-2024-0035569,WAL,Wales,WAL-P2,Phone,SMETS2_GAS,NEW_INSTALL,Cancelled,2024-11-20,2024-11-20,2024-11-16,,,4,0,11.97,Work order error,,0.0,0.0,0
IMSERV-2024-0035570,WAL,Wales,WAL-P3,Web,IHD,EXCHANGE,Completed,2024-11-20,2024-11-20,2024-11-06,2024-11-20,ENG-WAL-009,4,1,7.02,,,165.0,82.0,0
IMSERV-2024-0035571,WAL,Wales,WAL-P2,Phone,SMETS2,NEW_INSTALL,Cancelled,2024-11-20,2024-11-20,2024-11-17,,,2,0,6.61,Customer not home,,0.0,0.0,0
IMSERV-2024-0035572,WAL,Wales,WAL-P2,App,SMETS2_GAS,EXCHANGE,Completed,2024-11-20,2024-11-20,2024-11-06,2024-11-20,ENG-WAL-011,5,0,7.81,,,165.0,82.0,0
IMSERV-2024-0035573,WAL,Wales,WAL-P3,Web,SMETS2,NEW_INSTALL,Completed,2024-11-20,2024-11-20,2024-11-13,2024-11-20,ENG-WAL-012,2,0,7.99,,,185.0,95.0,0
IMSERV-2024-0035574,WAL,Wales,WAL-P3,Web,SMETS2,REMOVAL,Completed,2024-11-20,2024-11-20,2024-11-11,2024-11-20,ENG-WAL-015,1,0,9.12,,,90.0,48.0,0
IMSERV-2024-0035575,WAL,Wales,WAL-P1,Web,IHD,EXCHANGE,Aborted,2024-11-20,2024-11-20,2024-11-10,,ENG-WAL-007,4,0,10.03,,Faulty meter location,0.0,38.0,0
IMSERV-2024-0035576,WAL,Wales,WAL-P1,Phone,IHD,EXCHANGE,Completed,2024-11-20,2024-11-20,2024-10-30,2024-11-20,ENG-WAL-010,1,0,5.4,,,165.0,82.0,0
IMSERV-2024-0035577,SCO,Scotland,SCO-P4,SMS,SMETS2,EXCHANGE,Completed,2024-11-20,2024-11-20,2024-11-06,2024-11-20,ENG-SCO-004,3,0,8.28,,,165.0,82.0,0
IMSERV-2024-0035578,SCO,Scotland,SCO-P2,IVR,SMETS2_GAS,EXCHANGE,Completed,2024-11-20,2024-11-20,2024-11-02,2024-11-20,ENG-SCO-002,5,0,7.07,,,165.0,82.0,0
IMSERV-2024-0035579,SCO,Scotland,SCO-P3,Phone,SMETS2,NEW_INSTALL,Cancelled,2024-11-20,2024-11-20,2024-11-03,,,3,0,5.6,Customer refused,,0.0,0.0,0
IMSERV-2024-0035580,SCO,Scotland,SCO-P1,App,SMETS2,NEW_INSTALL,Cancelled,2024-11-20,2024-11-20,2024-11-07,,,2,0,7.54,Wrong meter type,,0.0,0.0,0
IMSERV-2024-0035581,SCO,Scotland,SCO-P3,App,SMETS1,EXCHANGE,Cancelled,2024-11-20,2024-11-20,2024-11-12,,,5,0,12.41,No access to meter,,0.0,0.0,0
IMSERV-2024-0035582,SCO,Scotland,SCO-P3,Web,SMETS2,NEW_INSTALL,Completed,2024-11-20,2024-11-20,2024-11-09,2024-11-20,ENG-SCO-007,4,0,5.9,,,185.0,95.0,0
IMSERV-2024-0035583,SCO,Scotland,SCO-P1,SMS,SMETS2_GAS,REPAIR,Completed,2024-11-20,2024-11-20,2024-11-17,2024-11-20,ENG-SCO-001,3,1,9.79,,,120.0,65.0,0
IMSERV-2024-0035584,SCO,Scotland,SCO-P3,Agent Callback,SMETS1,EXCHANGE,Completed,2024-11-20,2024-11-20,2024-11-13,2024-11-20,ENG-SCO-011,3,0,4.65,,,165.0,82.0,0
IMSERV-2024-0035585,SCO,Scotland,SCO-P1,Phone,SMETS2,REPAIR,Completed,2024-11-20,2024-11-20,2024-10-31,2024-11-20,ENG-SCO-005,5,0,8.76,,,120.0,65.0,0
IMSERV-2024-0035586,SCO,Scotland,SCO-P1,Phone,SMETS2,EXCHANGE,Aborted,2024-11-20,2024-11-20,2024-11-17,,ENG-SCO-013,3,0,9.55,,Safety hazard,0.0,38.0,0
IMSERV-2024-0035587,SCO,Scotland,SCO-P4,Phone,SMETS2,EXCHANGE,Booked,2024-11-20,2024-11-20,2024-11-01,,ENG-SCO-012,2,0,7.16,,,0.0,0.0,0
IMSERV-2024-0035588,SCO,Scotland,SCO-P1,Web,IHD,EXCHANGE,Completed,2024-11-20,2024-11-20,2024-11-07,2024-11-20,ENG-SCO-017,3,1,5.88,,,165.0,82.0,0
IMSERV-2024-0035589,SCO,Scotland,SCO-P3,App,SMETS2_GAS,EXCHANGE,Completed,2024-11-20,2024-11-20,2024-11-16,2024-11-20,ENG-SCO-015,1,0,6.22,,,165.0,82.0,0
IMSERV-2024-0035590,SCO,Scotland,SCO-P1,Web,SMETS2_GAS,REMOVAL,Cancelled,2024-11-20,2024-11-20,2024-11-02,,,4,0,11.13,Customer not home,,0.0,0.0,0
IMSERV-2024-0035591,SCO,Scotland,SCO-P2,Phone,SMETS2_GAS,REMOVAL,Aborted,2024-11-20,2024-11-20,2024-11-10,,ENG-SCO-006,4,0,11.41,,Customer unavailable,0.0,38.0,0
IMSERV-2024-0035592,SCO,Scotland,SCO-P2,Phone,SMETS2,EXCHANGE,Completed,2024-11-20,2024-11-20,2024-11-11,2024-11-20,ENG-SCO-010,2,0,9.65,,,165.0,82.0,0
IMSERV-2024-0035593,SCO,Scotland,SCO-P4,Web,SMETS2_GAS,REMOVAL,Completed,2024-11-20,2024-11-20,2024-11-09,2024-11-20,ENG-SCO-016,4,1,9.02,,,90.0,48.0,0
IMSERV-2024-0035594,YRK,Yorkshire,YRK-P2,Phone,SMETS2,EXCHANGE,Completed,2024-11-20,2024-11-20,2024-10-31,2024-11-20,ENG-YRK-002,2,0,8.1,,,165.0,82.0,0
IMSERV-2024-0035595,YRK,Yorkshire,YRK-P5,Web,SMETS2_GAS,EXCHANGE,Completed,2024-11-20,2024-11-20,2024-11-05,2024-11-20,ENG-YRK-005,5,0,4.95,,,165.0,82.0,0
IMSERV-2024-0035596,YRK,Yorkshire,YRK-P1,Phone,IHD,NEW_INSTALL,Cancelled,2024-11-20,2024-11-20,2024-11-14,,,3,0,5.01,Work order error,,0.0,0.0,0
IMSERV-2024-0035597,YRK,Yorkshire,YRK-P3,App,SMETS2_GAS,EXCHANGE,Completed,2024-11-20,2024-11-20,2024-11-14,2024-11-20,ENG-YRK-003,4,0,8.15,,,165.0,82.0,0
IMSERV-2024-0035598,YRK,Yorkshire,YRK-P3,Phone,SMETS1,NEW_INSTALL,Completed,2024-11-20,2024-11-20,2024-11-16,2024-11-20,ENG-YRK-008,5,0,5.31,,,185.0,95.0,0
