year,month,month_name,quarter,region_code,region_name,job_type,total_requests,completions,cancellations,aborts,revenue_gbp,direct_cost_gbp,overhead_gbp,total_cost_gbp,margin_gbp,margin_pct,cost_per_completion,is_forecast
2025,7,July,Q3,SW,South West,REPAIR,62,45,10,2,5400,3001,660.22,3661.22,1738.78,32.2,81.36,0
2025,7,July,Q3,WAL,Wales,EXCHANGE,95,61,15,6,10065,5230,1150.6,6380.6,3684.4,36.61,104.6,0
2025,7,July,Q3,WAL,Wales,NEW_INSTALL,88,55,15,6,10175,5453,1199.66,6652.66,3522.34,34.62,120.96,0
2025,7,July,Q3,WAL,Wales,REMOVAL,29,15,8,5,1350,910,200.2,1110.2,239.8,17.76,74.01,0
2025,7,July,Q3,WAL,Wales,REPAIR,46,34,8,2,4080,2286,502.92,2788.92,1291.08,31.64,82.03,0
2025,7,July,Q3,YRK,Yorkshire,EXCHANGE,185,113,28,23,18645,10140,2230.8,12370.8,6274.2,33.65,109.48,0
2025,7,July,Q3,YRK,Yorkshire,NEW_INSTALL,159,112,26,7,20720,10906,2399.32,13305.32,7414.68,35.79,118.8,0
2025,7,July,Q3,YRK,Yorkshire,REMOVAL,34,24,4,4,2160,1304,286.88,1590.88,569.12,26.35,66.29,0
2025,7,July,Q3,YRK,Yorkshire,REPAIR,85,65,7,7,7800,4491,988.02,5479.02,2320.98,29.76,84.29,0
2025,8,August,Q3,MID,Midlands,EXCHANGE,276,190,34,19,31350,16302,3586.44,19888.44,11461.56,36.56,104.68,0
2025,8,August,Q3,MID,Midlands,NEW_INSTALL,205,142,24,18,26270,14174,3118.28,17292.28,8977.72,34.17,121.78,0
2025,8,August,Q3,MID,Midlands,REMOVAL,57,42,5,3,3780,2130,468.6,2598.6,1181.4,31.25,61.87,0
2025,8,August,Q3,MID,Midlands,REPAIR,110,69,14,8,8280,4789,1053.58,5842.58,2437.42,29.44,84.68,0
2025,8,August,Q3,NE,North East,EXCHANGE,165,104,24,17,17160,9174,2018.28,11192.28,5967.72,34.78,107.62,0
2025,8,August,Q3,NE,North East,NEW_INSTALL,137,89,18,8,16465,8759,1926.98,10685.98,5779.02,35.1,120.07,0
2025,8,August,Q3,NE,North East,REMOVAL,23,16,3,1,1440,806,177.32,983.32,456.68,31.71,61.46,0
2025,8,August,Q3,NE,North East,REPAIR,63,42,9,4,5040,2882,634.04,3516.04,1523.96,30.24,83.72,0
2025,8,August,Q3,NW,North West,EXCHANGE,208,135,34,16,22275,11678,2569.16,14247.16,8027.84,36.04,105.53,0
2025,8,August,Q3,NW,North West,NEW_INSTALL,181,124,27,14,22940,12312,2708.64,15020.64,7919.36,34.52,121.13,0
2025,8,August,Q3,NW,North West,REMOVAL,42,28,4,4,2520,1496,329.12,1825.12,694.88,27.57,65.18,0
2025,8,August,Q3,NW,North West,REPAIR,83,57,9,3,6840,3819,840.18,4659.18,2180.82,31.88,81.74,0
2025,8,August,Q3,SCO,Scotland,EXCHANGE,136,86,16,14,14190,7584,1668.48,9252.48,4937.52,34.8,107.59,0
2025,8,August,Q3,SCO,Scotland,NEW_INSTALL,132,87,16,10,16095,8645,1901.9,10546.9,5548.1,34.47,121.23,0
2025,8,August,Q3,SCO,Scotland,REMOVAL,22,16,3,2,1440,844,185.68,1029.68,410.32,28.49,64.36,0
2025,8,August,Q3,SCO,Scotland,REPAIR,78,49,12,8,5880,3489,767.58,4256.58,1623.42,27.61,86.87,0
2025,8,August,Q3,SE,South East,EXCHANGE,293,195,42,25,32175,16940,3726.8,20666.8,11508.2,35.77,105.98,0
2025,8,August,Q3,SE,South East,NEW_INSTALL,246,143,43,26,26455,14573,3206.06,17779.06,8675.94,32.8,124.33,0
2025,8,August,Q3,SE,South East,REMOVAL,58,36,9,6,3240,1956,430.32,2386.32,853.68,26.35,66.29,0
2025,8,August,Q3,SE,South East,REPAIR,137,88,26,9,10560,6062,1333.64,7395.64,3164.36,29.97,84.04,0
2025,8,August,Q3,SW,South West,EXCHANGE,124,91,11,12,15015,7918,1741.96,9659.96,5355.04,35.66,106.15,0
2025,8,August,Q3,SW,South West,NEW_INSTALL,115,75,18,8,13875,7429,1634.38,9063.38,4811.62,34.68,120.85,0
2025,8,August,Q3,SW,South West,REMOVAL,25,15,4,2,1350,796,175.12,971.12,378.88,28.07,64.74,0
2025,8,August,Q3,SW,South West,REPAIR,60,39,6,7,4680,2801,616.22,3417.22,1262.78,26.98,87.62,0
2025,8,August,Q3,WAL,Wales,EXCHANGE,107,74,16,9,12210,6410,1410.2,7820.2,4389.8,35.95,105.68,0
2025,8,August,Q3,WAL,Wales,NEW_INSTALL,96,68,16,6,12580,6688,1471.36,8159.36,4420.64,35.14,119.99,0
2025,8,August,Q3,WAL,Wales,REMOVAL,29,23,1,2,2070,1180,259.6,1439.6,630.4,30.45,62.59,0
2025,8,August,Q3,WAL,Wales,REPAIR,39,27,7,3,3240,1869,411.18,2280.18,959.82,29.62,84.45,0
2025,8,August,Q3,YRK,Yorkshire,EXCHANGE,186,122,29,23,20130,10878,2393.16,13271.16,6858.84,34.07,108.78,0
2025,8,August,Q3,YRK,Yorkshire,NEW_INSTALL,183,131,26,9,24235,12787,2813.14,15600.14,8634.86,35.63,119.09,0
2025,8,August,Q3,YRK,Yorkshire,REMOVAL,23,10,7,2,900,556,122.32,678.32,221.68,24.63,67.83,0
2025,8,August,Q3,YRK,Yorkshire,REPAIR,71,49,10,7,5880,3451,759.22,4210.22,1669.78,28.4,85.92,0
2025,9,September,Q3,MID,Midlands,EXCHANGE,300,195,36,32,32175,17206,3785.32,20991.32,11183.68,34.76,107.65,0
2025,9,September,Q3,MID,Midlands,NEW_INSTALL,230,156,25,17,28860,15466,3402.52,18868.52,9991.48,34.62,120.95,0
2025,9,September,Q3,MID,Midlands,REMOVAL,55,33,11,7,2970,1850,407,2257,713,24.01,68.39,0
2025,9,September,Q3,MID,Midlands,REPAIR,120,84,17,11,10080,5878,1293.16,7171.16,2908.84,28.86,85.37,0
2025,9,September,Q3,NE,North East,EXCHANGE,162,105,24,9,17325,8952,1969.44,10921.44,6403.56,36.96,104.01,0
2025,9,September,Q3,NE,North East,NEW_INSTALL,130,89,14,12,16465,8911,1960.42,10871.42,5593.58,33.97,122.15,0
2025,9,September,Q3,NE,North East,REMOVAL,26,15,5,4,1350,872,191.84,1063.84,286.16,21.2,70.92,0
2025,9,September,Q3,NE,North East,REPAIR,104,70,16,6,8400,4778,1051.16,5829.16,2570.84,30.61,83.27,0
2025,9,September,Q3,NW,North West,EXCHANGE,228,157,21,18,25905,13558,2982.76,16540.76,9364.24,36.15,105.36,0
2025,9,September,Q3,NW,North West,NEW_INSTALL,195,130,26,22,24050,13186,2900.92,16086.92,7963.08,33.11,123.75,0
2025,9,September,Q3,NW,North West,REMOVAL,43,27,6,5,2430,1486,326.92,1812.92,617.08,25.39,67.15,0
2025,9,September,Q3,NW,North West,REPAIR,113,83,14,5,9960,5585,1228.7,6813.7,3146.3,31.59,82.09,0
2025,9,September,Q3,SCO,Scotland,EXCHANGE,146,112,17,6,18480,9412,2070.64,11482.64,6997.36,37.86,102.52,0
2025,9,September,Q3,SCO,Scotland,NEW_INSTALL,140,90,24,11,16650,8968,1972.96,10940.96,5709.04,34.29,121.57,0
2025,9,September,Q3,SCO,Scotland,REMOVAL,29,19,3,4,1710,1064,234.08,1298.08,411.92,24.09,68.32,0
2025,9,September,Q3,SCO,Scotland,REPAIR,75,50,12,7,6000,3516,773.52,4289.52,1710.48,28.51,85.79,0
2025,9,September,Q3,SE,South East,EXCHANGE,308,208,45,21,34320,17854,3927.88,21781.88,12538.12,36.53,104.72,0
2025,9,September,Q3,SE,South East,NEW_INSTALL,273,188,35,27,34780,18886,4154.92,23040.92,11739.08,33.75,122.56,0
2025,9,September,Q3,SE,South East,REMOVAL,52,34,7,5,3060,1822,400.84,2222.84,837.16,27.36,65.38,0
2025,9,September,Q3,SE,South East,REPAIR,144,95,29,9,11400,6517,1433.74,7950.74,3449.26,30.26,83.69,0
2025,9,September,Q3,SW,South West,EXCHANGE,141,101,18,13,16665,8776,1930.72,10706.72,5958.28,35.75,106.01,0
2025,9,September,Q3,SW,South West,NEW_INSTALL,133,84,19,14,15540,8512,1872.64,10384.64,5155.36,33.17,123.63,0
2025,9,September,Q3,SW,South West,REMOVAL,23,15,2,3,1350,834,183.48,1017.48,332.52,24.63,67.83,0
2025,9,September,Q3,SW,South West,REPAIR,67,49,11,4,5880,3337,734.14,4071.14,1808.86,30.76,83.08,0
2025,9,September,Q3,WAL,Wales,EXCHANGE,111,70,15,17,11550,6386,1404.92,7790.92,3759.08,32.55,111.3,0
2025,9,September,Q3,WAL,Wales,NEW_INSTALL,100,74,14,5,13690,7220,1588.4,8808.4,4881.6,35.66,119.03,0
2025,9,September,Q3,WAL,Wales,REMOVAL,15,9,1,3,810,546,120.12,666.12,143.88,17.76,74.01,0
2025,9,September,Q3,WAL,Wales,REPAIR,60,41,10,5,4920,2855,628.1,3483.1,1436.9,29.21,84.95,0
2025,9,September,Q3,YRK,Yorkshire,EXCHANGE,203,127,34,19,20955,11136,2449.92,13585.92,7369.08,35.17,106.98,0
2025,9,September,Q3,YRK,Yorkshire,NEW_INSTALL,189,133,27,15,24605,13205,2905.1,16110.1,8494.9,34.53,121.13,0
2025,9,September,Q3,YRK,Yorkshire,REMOVAL,28,18,7,0,1620,864,190.08,1054.08,565.92,34.93,58.56,0
2025,9,September,Q3,YRK,Yorkshire,REPAIR,88,64,11,5,7680,4350,957,5307,2373,30.9,82.92,0
2025,10,October,Q4,MID,Midlands,EXCHANGE,283,181,53,24,29865,15754,3465.88,19219.88,10645.12,35.64,106.19,0
2025,10,October,Q4,MID,Midlands,NEW_INSTALL,254,178,39,17,32930,17556,3862.32,21418.32,11511.68,34.96,120.33,0
2025,10,October,Q4,MID,Midlands,REMOVAL,49,38,5,2,3420,1900,418,2318,1102,32.22,61,0
2025,10,October,Q4,MID,Midlands,REPAIR,134,85,21,12,10200,5981,1315.82,7296.82,2903.18,28.46,85.84,0
2025,10,October,Q4,NE,North East,EXCHANGE,181,115,37,10,18975,9810,2158.2,11968.2,7006.8,36.93,104.07,0
2025,10,October,Q4,NE,North East,NEW_INSTALL,143,96,26,13,17760,9614,2115.08,11729.08,6030.92,33.96,122.18,0
2025,10,October,Q4,NE,North East,REMOVAL,34,22,4,3,1980,1170,257.4,1427.4,552.6,27.91,64.88,0
2025,10,October,Q4,NE,North East,REPAIR,73,54,5,4,6480,3662,805.64,4467.64,2012.36,31.05,82.73,0
2025,10,October,Q4,NW,North West,EXCHANGE,240,160,33,21,26400,13918,3061.96,16979.96,9420.04,35.68,106.12,0
2025,10,October,Q4,NW,North West,NEW_INSTALL,217,147,27,19,27195,14687,3231.14,17918.14,9276.86,34.11,121.89,0
2025,10,October,Q4,NW,North West,REMOVAL,36,24,5,2,2160,1228,270.16,1498.16,661.84,30.64,62.42,0
2025,10,October,Q4,NW,North West,REPAIR,92,62,10,12,7440,4486,986.92,5472.92,1967.08,26.44,88.27,0
2025,10,October,Q4,SCO,Scotland,EXCHANGE,168,113,25,12,18645,9722,2138.84,11860.84,6784.16,36.39,104.96,0
2025,10,October,Q4,SCO,Scotland,NEW_INSTALL,135,96,19,11,17760,9538,2098.36,11636.36,6123.64,34.48,121.21,0
2025,10,October,Q4,SCO,Scotland,REMOVAL,32,19,4,4,1710,1064,234.08,1298.08,411.92,24.09,68.32,0
2025,10,October,Q4,SCO,Scotland,REPAIR,69,46,5,10,5520,3370,741.4,4111.4,1408.6,25.52,89.38,0
2025,10,October,Q4,SE,South East,EXCHANGE,313,210,42,23,34650,18094,3980.68,22074.68,12575.32,36.29,105.12,0
2025,10,October,Q4,SE,South East,NEW_INSTALL,292,193,42,25,35705,19285,4242.7,23527.7,12177.3,34.11,121.91,0
2025,10,October,Q4,SE,South East,REMOVAL,56,37,9,5,3330,1966,432.52,2398.52,931.48,27.97,64.82,0
2025,10,October,Q4,SE,South East,REPAIR,152,95,25,15,11400,6745,1483.9,8228.9,3171.1,27.82,86.62,0
2025,10,October,Q4,SW,South West,EXCHANGE,149,106,18,7,17490,8958,1970.76,10928.76,6561.24,37.51,103.1,0
2025,10,October,Q4,SW,South West,NEW_INSTALL,137,87,21,14,16095,8797,1935.34,10732.34,5362.66,33.32,123.36,0
2025,10,October,Q4,SW,South West,REMOVAL,25,18,4,2,1620,940,206.8,1146.8,473.2,29.21,63.71,0
2025,10,October,Q4,SW,South West,REPAIR,59,41,10,4,4920,2817,619.74,3436.74,1483.26,30.15,83.82,0
2025,10,October,Q4,WAL,Wales,EXCHANGE,142,93,17,16,15345,8234,1811.48,10045.48,5299.52,34.54,108.02,0
2025,10,October,Q4,WAL,Wales,NEW_INSTALL,90,68,11,6,12580,6688,1471.36,8159.36,4420.64,35.14,119.99,0
2025,10,October,Q4,WAL,Wales,REMOVAL,18,12,3,0,1080,576,126.72,702.72,377.28,34.93,58.56,0
2025,10,October,Q4,WAL,Wales,REPAIR,52,36,7,3,4320,2454,539.88,2993.88,1326.12,30.7,83.16,0
2025,10,October,Q4,YRK,Yorkshire,EXCHANGE,226,159,33,9,26235,13380,2943.6,16323.6,9911.4,37.78,102.66,0
2025,10,October,Q4,YRK,Yorkshire,NEW_INSTALL,210,138,38,13,25530,13604,2992.88,16596.88,8933.12,34.99,120.27,0
2025,10,October,Q4,YRK,Yorkshire,REMOVAL,25,16,5,3,1440,882,194.04,1076.04,363.96,25.27,67.25,0
2025,10,October,Q4,YRK,Yorkshire,REPAIR,68,48,7,6,5760,3348,736.56,4084.56,1675.44,29.09,85.09,0
2025,11,November,Q4,MID,Midlands,EXCHANGE,267,190,30,21,31350,16378,3603.16,19981.16,11368.84,36.26,105.16,0
2025,11,November,Q4,MID,Midlands,NEW_INSTALL,228,158,24,18,29230,15694,3452.68,19146.68,10083.32,34.5,121.18,0
2025,11,November,Q4,MID,Midlands,REMOVAL,44,30,7,4,2700,1592,350.24,1942.24,757.76,28.07,64.74,0
2025,11,November,Q4,MID,Midlands,REPAIR,110,73,12,13,8760,5239,1152.58,6391.58,2368.42,27.04,87.56,0
2025,11,November,Q4,NE,North East,EXCHANGE,155,111,25,5,18315,9292,2044.24,11336.24,6978.76,38.1,102.13,0
2025,11,November,Q4,NE,North East,NEW_INSTALL,130,88,19,8,16280,8664,1906.08,10570.08,5709.92,35.07,120.11,0
2025,11,November,Q4,NE,North East,REMOVAL,30,20,6,2,1800,1036,227.92,1263.92,536.08,29.78,63.2,0
2025,11,November,Q4,NE,North East,REPAIR,70,49,11,3,5880,3299,725.78,4024.78,1855.22,31.55,82.14,0
2025,11,November,Q4,NW,North West,EXCHANGE,207,143,21,23,23595,12600,2772,15372,8223,34.85,107.5,0
2025,11,November,Q4,NW,North West,NEW_INSTALL,200,144,23,18,26640,14364,3160.08,17524.08,9115.92,34.22,121.7,0
2025,11,November,Q4,NW,North West,REMOVAL,38,27,4,5,2430,1486,326.92,1812.92,617.08,25.39,67.15,0
2025,11,November,Q4,NW,North West,REPAIR,86,54,16,6,6480,3738,822.36,4560.36,1919.64,29.62,84.45,0
2025,11,November,Q4,SCO,Scotland,EXCHANGE,162,103,20,23,16995,9320,2050.4,11370.4,5624.6,33.1,110.39,0
2025,11,November,Q4,SCO,Scotland,NEW_INSTALL,128,79,19,18,14615,8189,1801.58,9990.58,4624.42,31.64,126.46,0
2025,11,November,Q4,SCO,Scotland,REMOVAL,21,15,3,1,1350,758,166.76,924.76,425.24,31.5,61.65,0
2025,11,November,Q4,SCO,Scotland,REPAIR,55,34,7,8,4080,2514,553.08,3067.08,1012.92,24.83,90.21,0
2025,11,November,Q4,SE,South East,EXCHANGE,288,183,42,30,30195,16146,3552.12,19698.12,10496.88,34.76,107.64,0
2025,11,November,Q4,SE,South East,NEW_INSTALL,266,185,43,15,34225,18145,3991.9,22136.9,12088.1,35.32,119.66,0
2025,11,November,Q4,SE,South East,REMOVAL,52,30,6,6,2700,1668,366.96,2034.96,665.04,24.63,67.83,0
2025,11,November,Q4,SE,South East,REPAIR,125,79,14,15,9480,5705,1255.1,6960.1,2519.9,26.58,88.1,0
2025,11,November,Q4,SW,South West,EXCHANGE,128,94,11,8,15510,8012,1762.64,9774.64,5735.36,36.98,103.99,0
2025,11,November,Q4,SW,South West,NEW_INSTALL,129,90,16,7,16650,8816,1939.52,10755.52,5894.48,35.4,119.51,0
2025,11,November,Q4,SW,South West,REMOVAL,23,15,5,2,1350,796,175.12,971.12,378.88,28.07,64.74,0
2025,11,November,Q4,SW,South West,REPAIR,55,36,12,1,4320,2378,523.16,2901.16,1418.84,32.84,80.59,0
2025,11,November,Q4,WAL,Wales,EXCHANGE,114,72,22,11,11880,6322,1390.84,7712.84,4167.16,35.08,107.12,0
2025,11,November,Q4,WAL,Wales,NEW_INSTALL,95,68,10,9,12580,6802,1496.44,8298.44,4281.56,34.03,122.04,0
2025,11,November,Q4,WAL,Wales,REMOVAL,13,10,3,0,900,480,105.6,585.6,314.4,34.93,58.56,0
2025,11,November,Q4,WAL,Wales,REPAIR,44,30,6,3,3600,2064,454.08,2518.08,1081.92,30.05,83.94,0
2025,11,November,Q4,YRK,Yorkshire,EXCHANGE,164,102,31,11,16830,8782,1932.04,10714.04,6115.96,36.34,105.04,0
2025,11,November,Q4,YRK,Yorkshire,NEW_INSTALL,174,123,27,10,22755,12065,2654.3,14719.3,8035.7,35.31,119.67,0
2025,11,November,Q4,YRK,Yorkshire,REMOVAL,40,28,1,6,2520,1572,345.84,1917.84,602.16,23.9,68.49,0
2025,11,November,Q4,YRK,Yorkshire,REPAIR,98,63,14,11,7560,4513,992.86,5505.86,2054.14,27.17,87.39,0
2025,12,December,Q4,MID,Midlands,EXCHANGE,275,188,43,21,31020,16214,3567.08,19781.08,11238.92,36.23,105.22,0
2025,12,December,Q4,MID,Midlands,NEW_INSTALL,203,142,27,13,26270,13984,3076.48,17060.48,9209.52,35.06,120.14,0
2025,12,December,Q4,MID,Midlands,REMOVAL,47,29,9,3,2610,1506,331.32,1837.32,772.68,29.6,63.36,0
2025,12,December,Q4,MID,Midlands,REPAIR,135,90,19,14,10800,6382,1404.04,7786.04,3013.96,27.91,86.51,0
2025,12,December,Q4,NE,North East,EXCHANGE,167,115,17,17,18975,10076,2216.72,12292.72,6682.28,35.22,106.89,0
2025,12,December,Q4,NE,North East,NEW_INSTALL,143,96,22,10,17760,9500,2090,11590,6170,34.74,120.73,0
2025,12,December,Q4,NE,North East,REMOVAL,20,17,1,0,1530,816,179.52,995.52,534.48,34.93,58.56,0
2025,12,December,Q4,NE,North East,REPAIR,62,43,7,4,5160,2947,648.34,3595.34,1564.66,30.32,83.61,0
2025,12,December,Q4,NW,North West,EXCHANGE,213,139,30,20,22935,12158,2674.76,14832.76,8102.24,35.33,106.71,0
2025,12,December,Q4,NW,North West,NEW_INSTALL,181,127,19,15,23495,12635,2779.7,15414.7,8080.3,34.39,121.38,0
2025,12,December,Q4,NW,North West,REMOVAL,43,32,5,3,2880,1650,363,2013,867,30.1,62.91,0
2025,12,December,Q4,NW,North West,REPAIR,100,68,15,4,8160,4572,1005.84,5577.84,2582.16,31.64,82.03,0
2025,12,December,Q4,SCO,Scotland,EXCHANGE,156,108,19,12,17820,9312,2048.64,11360.64,6459.36,36.25,105.19,0
2025,12,December,Q4,SCO,Scotland,NEW_INSTALL,127,88,13,7,16280,8626,1897.72,10523.72,5756.28,35.36,119.59,0
2025,12,December,Q4,SCO,Scotland,REMOVAL,26,15,4,4,1350,872,191.84,1063.84,286.16,21.2,70.92,0
2025,12,December,Q4,SCO,Scotland,REPAIR,62,48,7,4,5760,3272,719.84,3991.84,1768.16,30.7,83.16,0
2025,12,December,Q4,SE,South East,EXCHANGE,303,213,32,30,35145,18606,4093.32,22699.32,12445.68,35.41,106.57,0
2025,12,December,Q4,SE,South East,NEW_INSTALL,253,178,33,18,32930,17594,3870.68,21464.68,11465.32,34.82,120.59,0
2025,12,December,Q4,SE,South East,REMOVAL,53,33,9,6,2970,1812,398.64,2210.64,759.36,25.57,66.99,0
2025,12,December,Q4,SE,South East,REPAIR,162,112,23,10,13440,7660,1685.2,9345.2,4094.8,30.47,83.44,0
2025,12,December,Q4,SW,South West,EXCHANGE,142,99,16,12,16335,8574,1886.28,10460.28,5874.72,35.96,105.66,0
2025,12,December,Q4,SW,South West,NEW_INSTALL,123,75,20,11,13875,7543,1659.46,9202.46,4672.54,33.68,122.7,0
2025,12,December,Q4,SW,South West,REMOVAL,18,11,4,0,990,528,116.16,644.16,345.84,34.93,58.56,0
2025,12,December,Q4,SW,South West,REPAIR,54,42,6,1,5040,2768,608.96,3376.96,1663.04,33,80.4,0
2025,12,December,Q4,WAL,Wales,EXCHANGE,110,77,14,7,12705,6580,1447.6,8027.6,4677.4,36.82,104.25,0
2025,12,December,Q4,WAL,Wales,NEW_INSTALL,106,66,19,12,12210,6726,1479.72,8205.72,4004.28,32.8,124.33,0
2025,12,December,Q4,WAL,Wales,REMOVAL,15,8,2,2,720,460,101.2,561.2,158.8,22.06,70.15,0
2025,12,December,Q4,WAL,Wales,REPAIR,42,30,6,3,3600,2064,454.08,2518.08,1081.92,30.05,83.94,0
2025,12,December,Q4,YRK,Yorkshire,EXCHANGE,207,140,32,17,23100,12126,2667.72,14793.72,8306.28,35.96,105.67,0
2025,12,December,Q4,YRK,Yorkshire,NEW_INSTALL,171,119,36,8,22015,11609,2553.98,14162.98,7852.02,35.67,119.02,0
2025,12,December,Q4,YRK,Yorkshire,REMOVAL,27,18,4,1,1620,902,198.44,1100.44,519.56,32.07,61.14,0
2025,12,December,Q4,YRK,Yorkshire,REPAIR,79,50,13,7,6000,3516,773.52,4289.52,1710.48,28.51,85.79,0
2026,1,January,Q1,MID,Midlands,EXCHANGE,239,0,0,0,0,0,0,0,0,0,0,1
2026,1,January,Q1,MID,Midlands,NEW_INSTALL,181,0,0,0,0,0,0,0,0,0,0,1
2026,1,January,Q1,MID,Midlands,REMOVAL,44,0,0,0,0,0,0,0,0,0,0,1
2026,1,January,Q1,MID,Midlands,REPAIR,88,0,0,0,0,0,0,0,0,0,0,1
2026,1,January,Q1,NE,North East,EXCHANGE,144,0,0,0,0,0,0,0,0,0,0,1
2026,1,January,Q1,NE,North East,NEW_INSTALL,124,0,0,0,0,0,0,0,0,0,0,1
2026,1,January,Q1,NE,North East,REMOVAL,18,0,0,0,0,0,0,0,0,0,0,1
2026,1,January,Q1,NE,North East,REPAIR,65,0,0,0,0,0,0,0,0,0,0,1
2026,1,January,Q1,NW,North West,EXCHANGE,171,0,0,0,0,0,0,0,0,0,0,1
2026,1,January,Q1,NW,North West,NEW_INSTALL,173,0,0,0,0,0,0,0,0,0,0,1
2026,1,January,Q1,NW,North West,REMOVAL,38,0,0,0,0,0,0,0,0,0,0,1
2026,1,January,Q1,NW,North West,REPAIR,97,0,0,0,0,0,0,0,0,0,0,1
2026,1,January,Q1,SCO,Scotland,EXCHANGE,124,0,0,0,0,0,0,0,0,0,0,1
2026,1,January,Q1,SCO,Scotland,NEW_INSTALL,127,0,0,0,0,0,0,0,0,0,0,1
2026,1,January,Q1,SCO,Scotland,REMOVAL,18,0,0,0,0,0,0,0,0,0,0,1
2026,1,January,Q1,SCO,Scotland,REPAIR,61,0,0,0,0,0,0,0,0,0,0,1
2026,1,January,Q1,SE,South East,EXCHANGE,268,0,0,0,0,0,0,0,0,0,0,1
2026,1,January,Q1,SE,South East,NEW_INSTALL,244,0,0,0,0,0,0,0,0,0,0,1
2026,1,January,Q1,SE,South East,REMOVAL,45,0,0,0,0,0,0,0,0,0,0,1
2026,1,January,Q1,SE,South East,REPAIR,109,0,0,0,0,0,0,0,0,0,0,1
2026,1,January,Q1,SW,South West,EXCHANGE,124,0,0,0,0,0,0,0,0,0,0,1
2026,1,January,Q1,SW,South West,NEW_INSTALL,115,0,0,0,0,0,0,0,0,0,0,1
2026,1,January,Q1,SW,South West,REMOVAL,27,0,0,0,0,0,0,0,0,0,0,1
2026,1,January,Q1,SW,South West,REPAIR,41,0,0,0,0,0,0,0,0,0,0,1
2026,1,January,Q1,WAL,Wales,EXCHANGE,96,0,0,0,0,0,0,0,0,0,0,1
2026,1,January,Q1,WAL,Wales,NEW_INSTALL,89,0,0,0,0,0,0,0,0,0,0,1
2026,1,January,Q1,WAL,Wales,REMOVAL,20,0,0,0,0,0,0,0,0,0,0,1
2026,1,January,Q1,WAL,Wales,REPAIR,40,0,0,0,0,0,0,0,0,0,0,1
2026,1,January,Q1,YRK,Yorkshire,EXCHANGE,167,0,0,0,0,0,0,0,0,0,0,1
2026,1,January,Q1,YRK,Yorkshire,NEW_INSTALL,156,0,0,0,0,0,0,0,0,0,0,1
2026,1,January,Q1,YRK,Yorkshire,REMOVAL,30,0,0,0,0,0,0,0,0,0,0,1
2026,1,January,Q1,YRK,Yorkshire,REPAIR,74,0,0,0,0,0,0,0,0,0,0,1
2026,2,February,Q1,MID,Midlands,EXCHANGE,196,0,0,0,0,0,0,0,0,0,0,1
2026,2,February,Q1,MID,Midlands,NEW_INSTALL,165,0,0,0,0,0,0,0,0,0,0,1
2026,2,February,Q1,MID,Midlands,REMOVAL,24,0,0,0,0,0,0,0,0,0,0,1
2026,2,February,Q1,MID,Midlands,REPAIR,93,0,0,0,0,0,0,0,0,0,0,1
2026,2,February,Q1,NE,North East,EXCHANGE,104,0,0,0,0,0,0,0,0,0,0,1
2026,2,February,Q1,NE,North East,NEW_INSTALL,94,0,0,0,0,0,0,0,0,0,0,1
2026,2,February,Q1,NE,North East,REMOVAL,26,0,0,0,0,0,0,0,0,0,0,1
2026,2,February,Q1,NE,North East,REPAIR,46,0,0,0,0,0,0,0,0,0,0,1
2026,2,February,Q1,NW,North West,EXCHANGE,156,0,0,0,0,0,0,0,0,0,0,1
2026,2,February,Q1,NW,North West,NEW_INSTALL,123,0,0,0,0,0,0,0,0,0,0,1
2026,2,February,Q1,NW,North West,REMOVAL,24,0,0,0,0,0,0,0,0,0,0,1
2026,2,February,Q1,NW,North West,REPAIR,91,0,0,0,0,0,0,0,0,0,0,1
2026,2,February,Q1,SCO,Scotland,EXCHANGE,119,0,0,0,0,0,0,0,0,0,0,1
2026,2,February,Q1,SCO,Scotland,NEW_INSTALL,78,0,0,0,0,0,0,0,0,0,0,1
2026,2,February,Q1,SCO,Scotland,REMOVAL,22,0,0,0,0,0,0,0,0,0,0,1
2026,2,February,Q1,SCO,Scotland,REPAIR,45,0,0,0,0,0,0,0,0,0,0,1
2026,2,February,Q1,SE,South East,EXCHANGE,221,0,0,0,0,0,0,0,0,0,0,1
2026,2,February,Q1,SE,South East,NEW_INSTALL,179,0,0,0,0,0,0,0,0,0,0,1
2026,2,February,Q1,SE,South East,REMOVAL,40,0,0,0,0,0,0,0,0,0,0,1
2026,2,February,Q1,SE,South East,REPAIR,96,0,0,0,0,0,0,0,0,0,0,1
2026,2,February,Q1,SW,South West,EXCHANGE,104,0,0,0,0,0,0,0,0,0,0,1
2026,2,February,Q1,SW,South West,NEW_INSTALL,75,0,0,0,0,0,0,0,0,0,0,1
2026,2,February,Q1,SW,South West,REMOVAL,18,0,0,0,0,0,0,0,0,0,0,1
2026,2,February,Q1,SW,South West,REPAIR,46,0,0,0,0,0,0,0,0,0,0,1
2026,2,February,Q1,WAL,Wales,EXCHANGE,76,0,0,0,0,0,0,0,0,0,0,1
2026,2,February,Q1,WAL,Wales,NEW_INSTALL,65,0,0,0,0,0,0,0,0,0,0,1
2026,2,February,Q1,WAL,Wales,REMOVAL,13,0,0,0,0,0,0,0,0,0,0,1
2026,2,February,Q1,WAL,Wales,REPAIR,42,0,0,0,0,0,0,0,0,0,0,1
